index	prediction	ground_trouth
135	Ingredient	Ingredient
136	Amount	Amount
137	Preparation	Ingredient
138	Time	Time
139	Preparation	Preparation
140	Cooking technique	Ingredient
141	Amount	Preparation
142	Equipment	Equipment
143	Miscellaneous	Ingredient
144	Time	Ingredient
145	Cooking technique	Preparation
146	Time	Time
147	Temperature	Preparation
148	Preparation	Preparation
149	Amount	Amount
150	Preparation	Ingredient
151	Time	Ingredient
152	Time	Time
153	Recipe	Ingredient
154	Ingredient	Ingredient
155	Preparation	Preparation
156	Preparation	Cooking technique
157	Cooking technique	Preparation
158	Amount	Ingredient
159	Preparation	Preparation
160	Time	Ingredient
161	Preparation	Preparation
162	Recipe	Cooking technique
163	Ingredient	Ingredient
164	Ingredient	Ingredient
165	Ingredient	Ingredient
166	Ingredient	Ingredient
167	Recipe	Recipe
168	Preparation	Ingredient
169	Preparation	Preparation
170	Equipment	Equipment
171	Recipe	Ingredient
172	Amount	Amount
173	Preparation	Preparation
174	Preparation	Preparation
175	Ingredient	Ingredient
176	Preparation	Preparation
177	Time	Time
178	Ingredient	Ingredient
179	Recipe	Amount
180	Amount	Amount
181	Recipe	Recipe
182	Amount	Amount
183	Preparation	Preparation
184	Amount	Amount
185	Equipment	Cooking technique
186	Recipe	Ingredient
187	Time	Time
188	Preparation	Preparation
189	Preparation	Preparation
190	Preparation	Cooking technique
191	Temperature	Temperature
192	Preparation	Preparation
193	Recipe	Recipe
194	Ingredient	Preparation
195	Ingredient	Ingredient
196	Knowledge	Knowledge
197	Preparation	Preparation
198	Cooking technique	Ingredient
199	Ingredient	Ingredient
200	Recipe	Ingredient
201	Ingredient	Preparation
202	Preparation	Preparation
203	Preparation	Preparation
204	Preparation	Preparation
205	Preparation	Preparation
206	Amount	Amount
207	Ingredient	Cooking technique
208	Equipment	Equipment
209	Ingredient	Preparation
210	Cooking technique	Cooking technique
211	Cooking technique	Preparation
212	Amount	Miscellaneous
213	Amount	Amount
214	Ingredient	Ingredient
215	Amount	Amount
216	Ingredient	Ingredient
217	Temperature	Time
218	Preparation	Preparation
219	Amount	Amount
220	Cooking technique	Preparation
221	Ingredient	Preparation
222	Preparation	Preparation
223	Equipment	Ingredient
224	Preparation	Preparation
225	Amount	Amount
226	Amount	Amount
227	Amount	Amount
228	Amount	Amount
229	Ingredient	Ingredient
230	Amount	Amount
231	Preparation	Preparation
232	Amount	Amount
233	Ingredient	Ingredient
234	Amount	Amount
235	Preparation	Cooking technique
236	Preparation	Cooking technique
237	Recipe	Recipe
238	Ingredient	Preparation
239	Recipe	Recipe
240	Amount	Amount
241	Preparation	Preparation
242	Time	Time
243	Ingredient	Ingredient
244	Time	Time
245	Ingredient	Ingredient
246	Preparation	Preparation
247	Ingredient	Preparation
248	Preparation	Preparation
249	Temperature	Preparation
250	Knowledge	Knowledge
251	Recipe	Recipe
252	Preparation	Ingredient
253	Amount	Amount
254	Preparation	Ingredient
255	Temperature	Time
256	Amount	Amount
257	Preparation	Preparation
258	Ingredient	Ingredient
259	Ingredient	Ingredient
260	Preparation	Amount
261	Amount	Amount
262	Preparation	Preparation
263	Equipment	Amount
264	Cooking technique	Preparation
265	Amount	Amount
266	Preparation	Preparation
