index	prediction	ground_trouth
208	Preparation	Preparation
209	Recipe	Recipe
210	Preparation	Preparation
211	Preparation	Preparation
212	Recipe	Ingredient
213	Amount	Amount
214	Ingredient	Preparation
215	Ingredient	Ingredient
216	Cooking technique	Ingredient
217	Amount	Amount
218	Preparation	Preparation
219	Miscellaneous	Preparation
220	Preparation	Recipe
221	Recipe	Recipe
222	Amount	Amount
223	Ingredient	Ingredient
224	Amount	Amount
225	Amount	Amount
226	Cooking technique	Preparation
227	Preparation	Ingredient
228	Ingredient	Preparation
229	Ingredient	Ingredient
230	Preparation	Preparation
231	Cooking technique	Preparation
232	Temperature	Temperature
233	Recipe	Ingredient
234	Cooking technique	Cooking technique
235	Ingredient	Ingredient
236	Cooking technique	Ingredient
237	Cooking technique	Ingredient
238	Preparation	Preparation
239	Recipe	Preparation
240	Amount	Amount
241	Ingredient	Amount
242	Preparation	Preparation
243	Amount	Amount
244	Preparation	Preparation
245	Ingredient	Ingredient
246	Preparation	Preparation
247	Preparation	Ingredient
248	Knowledge	Knowledge
249	Ingredient	Ingredient
250	Amount	Amount
251	Ingredient	Preparation
252	Equipment	Equipment
253	Ingredient	Preparation
254	Preparation	Preparation
255	Ingredient	Ingredient
256	Time	Time
257	Ingredient	Ingredient
258	Amount	Amount
259	Preparation	Preparation
260	Miscellaneous	Ingredient
261	Ingredient	Ingredient
262	Preparation	Preparation
263	Amount	Amount
264	Preparation	Preparation
265	Cooking technique	Preparation
266	Ingredient	Preparation
