index	prediction	ground_trouth
209	Preparation	Preparation
210	Amount	Amount
211	Amount	Amount
212	Equipment	Preparation
213	Time	Time
214	Recipe	Ingredient
215	Recipe	Recipe
216	Ingredient	Ingredient
217	Preparation	Preparation
218	Miscellaneous	Preparation
219	Ingredient	Ingredient
220	Cooking technique	Preparation
221	Amount	Amount
222	Ingredient	Preparation
223	Amount	Amount
224	Recipe	Recipe
225	Cooking technique	Cooking technique
226	Amount	Amount
227	Equipment	Preparation
228	Amount	Amount
229	Time	Time
230	Knowledge	Preparation
231	Amount	Amount
232	Cooking technique	Cooking technique
233	Preparation	Cooking technique
234	Miscellaneous	Miscellaneous
235	Amount	Amount
236	Time	Time
237	Ingredient	Preparation
238	Ingredient	Ingredient
239	Preparation	Amount
240	Amount	Amount
241	Amount	Amount
242	Amount	Amount
243	Amount	Amount
244	Preparation	Preparation
245	Recipe	Ingredient
246	Ingredient	Ingredient
247	Preparation	Preparation
248	Ingredient	Ingredient
249	Preparation	Preparation
250	Ingredient	Ingredient
251	Knowledge	Amount
252	Ingredient	Ingredient
253	Ingredient	Ingredient
254	Amount	Amount
255	Ingredient	Ingredient
256	Miscellaneous	Time
257	Ingredient	Ingredient
258	Preparation	Preparation
259	Preparation	Preparation
260	Amount	Ingredient
261	Amount	Amount
262	Ingredient	Ingredient
263	Preparation	Ingredient
264	Cooking technique	Preparation
265	Amount	Amount
266	Preparation	Preparation
