index	prediction	ground_trouth
177	Amount	Amount
178	Cooking technique	Ingredient
179	Recipe	Recipe
180	Cooking technique	Cooking technique
181	Preparation	Knowledge
182	Time	Time
183	Cooking technique	Preparation
184	Cooking technique	Preparation
185	Recipe	Recipe
186	Ingredient	Preparation
187	Amount	Amount
188	Recipe	Recipe
189	Cooking technique	Preparation
190	Amount	Amount
191	Amount	Amount
192	Amount	Ingredient
193	Ingredient	Knowledge
194	Amount	Amount
195	Ingredient	Preparation
196	Preparation	Recipe
197	Recipe	Recipe
198	Cooking technique	Preparation
199	Cooking technique	Preparation
200	Cooking technique	Preparation
201	Preparation	Preparation
202	Ingredient	Ingredient
203	Amount	Amount
204	Preparation	Preparation
205	Recipe	Recipe
206	Ingredient	Preparation
207	Cooking technique	Preparation
208	Recipe	Knowledge
209	Preparation	Miscellaneous
210	Ingredient	Ingredient
211	Amount	Ingredient
212	Amount	Amount
213	Amount	Ingredient
214	Recipe	Ingredient
215	Preparation	Ingredient
216	Preparation	Preparation
217	Preparation	Preparation
218	Equipment	Preparation
219	Amount	Amount
220	Preparation	Preparation
221	Amount	Amount
222	Recipe	Preparation
223	Preparation	Preparation
224	Recipe	Recipe
225	Recipe	Ingredient
226	Cooking technique	Amount
227	Preparation	Amount
228	Amount	Amount
229	Cooking technique	Ingredient
230	Preparation	Ingredient
231	Recipe	Ingredient
232	Recipe	Amount
233	Cooking technique	Preparation
234	Recipe	Ingredient
235	Cooking technique	Ingredient
236	Cooking technique	Cooking technique
237	Recipe	Miscellaneous
238	Recipe	Ingredient
239	Time	Time
240	Amount	Preparation
241	Preparation	Preparation
242	Amount	Amount
243	Amount	Amount
244	Time	Time
245	Cooking technique	Preparation
246	Cooking technique	Preparation
247	Cooking technique	Preparation
248	Recipe	Ingredient
249	Recipe	Ingredient
250	Preparation	Ingredient
251	Cooking technique	Ingredient
252	Preparation	Ingredient
253	Recipe	Ingredient
254	Recipe	Ingredient
255	Recipe	Preparation
256	Cooking technique	Preparation
257	Amount	Amount
258	Ingredient	Ingredient
259	Amount	Ingredient
260	Recipe	Ingredient
261	Ingredient	Amount
262	Preparation	Ingredient
263	Preparation	Amount
264	Preparation	Ingredient
265	Ingredient	Ingredient
266	Ingredient	Ingredient
267	Preparation	Preparation
