index	prediction	ground_trouth
130	Amount	Recipe
131	Equipment	Equipment
132	Preparation	Ingredient
133	Amount	Amount
134	Time	Time
135	Time	Preparation
136	Amount	Amount
137	Cooking technique	Preparation
138	Amount	Amount
139	Amount	Amount
140	Amount	Amount
141	Ingredient	Ingredient
142	Ingredient	Preparation
143	Preparation	Preparation
144	Knowledge	Knowledge
145	Recipe	Recipe
146	Preparation	Time
147	Amount	Amount
148	Preparation	Ingredient
149	Preparation	Preparation
150	Ingredient	Preparation
151	Equipment	Equipment
152	Cooking technique	Ingredient
153	Cooking technique	Ingredient
154	Preparation	Preparation
155	Cooking technique	Ingredient
156	Ingredient	Ingredient
157	Amount	Ingredient
158	Ingredient	Ingredient
159	Amount	Preparation
160	Amount	Temperature
161	Ingredient	Ingredient
162	Recipe	Amount
163	Amount	Amount
164	Cooking technique	Preparation
165	Preparation	Preparation
166	Amount	Preparation
167	Time	Preparation
168	Preparation	Preparation
169	Time	Time
170	Time	Preparation
171	Amount	Amount
172	Preparation	Preparation
173	Cooking technique	Ingredient
174	Cooking technique	Preparation
175	Equipment	Preparation
176	Preparation	Ingredient
177	Ingredient	Ingredient
178	Time	Time
179	Ingredient	Preparation
180	Recipe	Recipe
181	Ingredient	Ingredient
182	Amount	Amount
183	Amount	Amount
184	Amount	Amount
185	Amount	Ingredient
186	Preparation	Preparation
187	Time	Cooking technique
188	Preparation	Cooking technique
189	Amount	Amount
190	Time	Time
191	Ingredient	Ingredient
192	Amount	Amount
193	Amount	Amount
194	Amount	Amount
195	Recipe	Ingredient
196	Ingredient	Ingredient
197	Cooking technique	Ingredient
198	Recipe	Ingredient
199	Recipe	Ingredient
200	Amount	Amount
201	Cooking technique	Preparation
202	Cooking technique	Cooking technique
203	Cooking technique	Cooking technique
204	Cooking technique	Ingredient
205	Temperature	Temperature
206	Ingredient	Ingredient
207	Amount	Amount
208	Amount	Amount
209	Cooking technique	Preparation
210	Time	Time
211	Amount	Amount
212	Recipe	Preparation
213	Ingredient	Ingredient
214	Preparation	Preparation
215	Time	Time
216	Preparation	Preparation
217	Ingredient	Ingredient
218	Time	Ingredient
219	Knowledge	Knowledge
220	Cooking technique	Cooking technique
221	Preparation	Preparation
222	Ingredient	Preparation
223	Preparation	Preparation
224	Recipe	Recipe
225	Cooking technique	Preparation
226	Ingredient	Ingredient
227	Recipe	Preparation
228	Cooking technique	Recipe
229	Amount	Amount
230	Amount	Preparation
231	Ingredient	Ingredient
232	Knowledge	Ingredient
233	Cooking technique	Preparation
234	Preparation	Preparation
235	Preparation	Preparation
236	Preparation	Preparation
237	Cooking technique	Cooking technique
238	Amount	Amount
239	Amount	Amount
240	Preparation	Preparation
241	Cooking technique	Preparation
242	Amount	Amount
243	Cooking technique	Ingredient
244	Cooking technique	Ingredient
245	Preparation	Preparation
246	Cooking technique	Cooking technique
247	Preparation	Cooking technique
248	Recipe	Cooking technique
249	Cooking technique	Preparation
250	Preparation	Preparation
251	Amount	Amount
252	Preparation	Preparation
253	Preparation	Preparation
254	Preparation	Preparation
255	Recipe	Ingredient
256	Preparation	Ingredient
257	Ingredient	Preparation
258	Ingredient	Ingredient
259	Amount	Ingredient
260	Ingredient	Ingredient
261	Amount	Amount
262	Preparation	Preparation
263	Preparation	Ingredient
264	Amount	Ingredient
265	Preparation	Temperature
266	Amount	Amount
267	Preparation	Preparation
