index	prediction	ground_trouth
156	Cooking technique	Cooking technique
157	Cooking technique	Preparation
158	Amount	Ingredient
159	Ingredient	Preparation
160	Preparation	Ingredient
161	Preparation	Preparation
162	Recipe	Cooking technique
163	Recipe	Ingredient
164	Time	Ingredient
165	Ingredient	Ingredient
166	Ingredient	Ingredient
167	Recipe	Recipe
168	Recipe	Ingredient
169	Cooking technique	Preparation
170	Ingredient	Equipment
171	Recipe	Ingredient
172	Amount	Amount
173	Preparation	Preparation
174	Recipe	Preparation
175	Time	Ingredient
176	Preparation	Preparation
177	Time	Time
178	Recipe	Ingredient
179	Recipe	Amount
180	Amount	Amount
181	Recipe	Recipe
182	Amount	Amount
183	Ingredient	Preparation
184	Amount	Amount
185	Cooking technique	Cooking technique
186	Recipe	Ingredient
187	Time	Time
188	Preparation	Preparation
189	Ingredient	Preparation
190	Preparation	Cooking technique
191	Temperature	Temperature
192	Preparation	Preparation
193	Recipe	Recipe
194	Amount	Preparation
195	Amount	Ingredient
196	Knowledge	Knowledge
197	Preparation	Preparation
198	Time	Ingredient
199	Ingredient	Ingredient
200	Ingredient	Ingredient
201	Preparation	Preparation
202	Preparation	Preparation
203	Preparation	Preparation
204	Preparation	Preparation
205	Recipe	Preparation
206	Amount	Amount
207	Preparation	Cooking technique
208	Preparation	Equipment
209	Ingredient	Preparation
210	Cooking technique	Cooking technique
211	Equipment	Preparation
212	Recipe	Miscellaneous
213	Amount	Amount
214	Ingredient	Ingredient
215	Amount	Amount
216	Ingredient	Ingredient
217	Time	Time
218	Preparation	Preparation
219	Amount	Amount
220	Preparation	Preparation
221	Preparation	Preparation
222	Preparation	Preparation
223	Preparation	Ingredient
224	Cooking technique	Preparation
225	Amount	Amount
226	Amount	Amount
227	Amount	Amount
228	Amount	Amount
229	Ingredient	Ingredient
230	Amount	Amount
231	Preparation	Preparation
232	Amount	Amount
233	Ingredient	Ingredient
234	Amount	Amount
235	Cooking technique	Cooking technique
236	Preparation	Cooking technique
237	Recipe	Recipe
238	Recipe	Preparation
239	Recipe	Recipe
240	Amount	Amount
241	Time	Preparation
242	Time	Time
243	Amount	Ingredient
244	Time	Time
245	Preparation	Ingredient
246	Preparation	Preparation
247	Ingredient	Preparation
248	Preparation	Preparation
249	Temperature	Preparation
250	Recipe	Knowledge
251	Recipe	Recipe
252	Time	Ingredient
253	Amount	Amount
254	Preparation	Ingredient
255	Time	Time
256	Amount	Amount
257	Preparation	Preparation
258	Amount	Ingredient
259	Preparation	Ingredient
260	Preparation	Amount
261	Amount	Amount
262	Ingredient	Preparation
263	Amount	Amount
264	Preparation	Preparation
265	Amount	Amount
266	Equipment	Preparation
