index	prediction	ground_trouth
144	Recipe	Ingredient
145	Ingredient	Ingredient
146	Preparation	Preparation
147	Cooking technique	Preparation
148	Amount	Amount
149	Ingredient	Ingredient
150	Preparation	Preparation
151	Amount	Amount
152	Amount	Amount
153	Cooking technique	Preparation
154	Ingredient	Preparation
155	Preparation	Cooking technique
156	Ingredient	Ingredient
157	Ingredient	Cooking technique
158	Time	Time
159	Time	Cooking technique
160	Preparation	Ingredient
161	Time	Time
162	Recipe	Recipe
163	Recipe	Ingredient
164	Recipe	Preparation
165	Cooking technique	Cooking technique
166	Amount	Amount
167	Preparation	Preparation
168	Time	Time
169	Time	Time
170	Recipe	Ingredient
171	Recipe	Ingredient
172	Miscellaneous	Preparation
173	Recipe	Ingredient
174	Amount	Amount
175	Amount	Amount
176	Time	Time
177	Preparation	Cooking technique
178	Preparation	Cooking technique
179	Recipe	Knowledge
180	Time	Time
181	Ingredient	Preparation
182	Recipe	Meal
183	Recipe	Ingredient
184	Preparation	Preparation
185	Time	Time
186	Ingredient	Preparation
187	Ingredient	Ingredient
188	Amount	Amount
189	Amount	Amount
190	Time	Time
191	Preparation	Preparation
192	Amount	Amount
193	Preparation	Preparation
194	Amount	Amount
195	Preparation	Ingredient
196	Equipment	Equipment
197	Preparation	Knowledge
198	Amount	Amount
199	Preparation	Preparation
200	Equipment	Ingredient
201	Time	Time
202	Preparation	Preparation
203	Cooking technique	Cooking technique
204	Meal	Recipe
205	Ingredient	Ingredient
206	Time	Time
207	Recipe	Time
208	Preparation	Preparation
209	Ingredient	Recipe
210	Preparation	Preparation
211	Preparation	Preparation
212	Ingredient	Ingredient
213	Amount	Amount
214	Ingredient	Preparation
215	Preparation	Ingredient
216	Preparation	Ingredient
217	Amount	Amount
218	Preparation	Preparation
219	Preparation	Preparation
220	Recipe	Recipe
221	Recipe	Recipe
222	Amount	Amount
223	Ingredient	Ingredient
224	Amount	Amount
225	Amount	Amount
226	Cooking technique	Preparation
227	Preparation	Ingredient
228	Ingredient	Preparation
229	Ingredient	Ingredient
230	Preparation	Preparation
231	Cooking technique	Preparation
232	Cooking technique	Temperature
233	Ingredient	Ingredient
234	Cooking technique	Cooking technique
235	Recipe	Ingredient
236	Ingredient	Ingredient
237	Amount	Ingredient
238	Preparation	Preparation
239	Preparation	Preparation
240	Amount	Amount
241	Equipment	Amount
242	Ingredient	Preparation
243	Amount	Amount
244	Preparation	Preparation
245	Ingredient	Ingredient
246	Preparation	Preparation
247	Ingredient	Ingredient
248	Ingredient	Knowledge
249	Ingredient	Ingredient
250	Preparation	Amount
251	Preparation	Preparation
252	Equipment	Equipment
253	Cooking technique	Preparation
254	Preparation	Preparation
255	Ingredient	Ingredient
256	Time	Time
257	Amount	Ingredient
258	Amount	Amount
259	Amount	Preparation
260	Equipment	Ingredient
261	Preparation	Ingredient
262	Preparation	Preparation
263	Amount	Amount
264	Preparation	Preparation
265	Preparation	Preparation
266	Preparation	Preparation
