index	prediction	ground_trouth
114	Miscellaneous	Cooking technique
115	Ingredient	Ingredient
116	Miscellaneous	Preparation
117	Preparation	Preparation
118	Amount	Amount
119	Cooking technique	Preparation
120	Preparation	Preparation
121	Amount	Amount
122	Time	Time
123	Ingredient	Ingredient
124	Preparation	Preparation
125	Temperature	Preparation
126	Amount	Ingredient
127	Amount	Amount
128	Preparation	Preparation
129	Amount	Amount
130	Preparation	Preparation
131	Amount	Amount
132	Knowledge	Ingredient
133	Preparation	Preparation
134	Recipe	Recipe
135	Recipe	Ingredient
136	Recipe	Preparation
137	Amount	Ingredient
138	Amount	Amount
139	Ingredient	Ingredient
140	Recipe	Ingredient
141	Recipe	Ingredient
142	Amount	Ingredient
143	Cooking technique	Cooking technique
144	Amount	Ingredient
145	Recipe	Ingredient
146	Amount	Cooking technique
147	Recipe	Ingredient
148	Preparation	Cooking technique
149	Recipe	Recipe
150	Recipe	Ingredient
151	Recipe	Recipe
152	Preparation	Preparation
153	Amount	Miscellaneous
154	Amount	Amount
155	Cooking technique	Equipment
156	Amount	Amount
157	Ingredient	Preparation
158	Recipe	Ingredient
159	Ingredient	Preparation
160	Preparation	Preparation
161	Amount	Amount
162	Preparation	Equipment
163	Time	Time
164	Recipe	Ingredient
165	Recipe	Ingredient
166	Recipe	Recipe
167	Amount	Amount
168	Cooking technique	Cooking technique
169	Time	Time
170	Preparation	Cooking technique
171	Recipe	Recipe
172	Cooking technique	Preparation
173	Preparation	Preparation
174	Temperature	Preparation
175	Amount	Ingredient
176	Recipe	Ingredient
177	Amount	Amount
178	Ingredient	Ingredient
179	Amount	Preparation
180	Preparation	Preparation
181	Ingredient	Ingredient
182	Amount	Ingredient
183	Preparation	Ingredient
184	Amount	Amount
185	Time	Ingredient
186	Recipe	Recipe
187	Time	Time
188	Amount	Amount
189	Miscellaneous	Preparation
190	Amount	Amount
191	Ingredient	Preparation
192	Equipment	Equipment
193	Preparation	Preparation
194	Cooking technique	Cooking technique
195	Recipe	Meal
196	Cooking technique	Temperature
197	Recipe	Recipe
198	Time	Ingredient
199	Amount	Amount
200	Knowledge	Miscellaneous
201	Cooking technique	Ingredient
202	Recipe	Recipe
203	Amount	Amount
204	Preparation	Preparation
205	Preparation	Amount
206	Preparation	Preparation
207	Amount	Amount
208	Amount	Amount
209	Cooking technique	Preparation
210	Time	Preparation
211	Time	Time
212	Preparation	Preparation
213	Preparation	Preparation
214	Preparation	Preparation
215	Ingredient	Preparation
216	Amount	Preparation
217	Time	Ingredient
218	Cooking technique	Preparation
219	Cooking technique	Preparation
220	Cooking technique	Ingredient
221	Cooking technique	Preparation
222	Preparation	Preparation
223	Preparation	Ingredient
224	Preparation	Ingredient
225	Ingredient	Ingredient
226	Ingredient	Ingredient
227	Recipe	Preparation
228	Time	Cooking technique
229	Time	Time
230	Time	Time
231	Time	Preparation
232	Time	Time
233	Knowledge	Knowledge
234	Preparation	Cooking technique
235	Amount	Recipe
236	Preparation	Ingredient
237	Preparation	Preparation
238	Cooking technique	Preparation
239	Preparation	Preparation
240	Time	Time
241	Amount	Amount
242	Cooking technique	Preparation
243	Amount	Amount
244	Amount	Amount
245	Preparation	Preparation
246	Recipe	Ingredient
247	Preparation	Preparation
248	Recipe	Recipe
249	Ingredient	Ingredient
250	Cooking technique	Ingredient
251	Cooking technique	Ingredient
252	Preparation	Ingredient
253	Knowledge	Knowledge
254	Time	Time
255	Amount	Ingredient
256	Ingredient	Ingredient
257	Preparation	Ingredient
258	Preparation	Preparation
259	Amount	Ingredient
260	Cooking technique	Ingredient
261	Preparation	Preparation
262	Ingredient	Ingredient
263	Preparation	Preparation
264	Preparation	Preparation
265	Knowledge	Preparation
266	Preparation	Preparation
