index	prediction	ground_trouth
176	Amount	Amount
177	Amount	Amount
178	Ingredient	Ingredient
179	Recipe	Recipe
180	Cooking technique	Cooking technique
181	Cooking technique	Knowledge
182	Time	Time
183	Preparation	Preparation
184	Ingredient	Preparation
185	Recipe	Recipe
186	Preparation	Preparation
187	Amount	Amount
188	Recipe	Recipe
189	Preparation	Preparation
190	Amount	Amount
191	Amount	Amount
192	Equipment	Ingredient
193	Ingredient	Knowledge
194	Amount	Amount
195	Preparation	Preparation
196	Ingredient	Recipe
197	Recipe	Recipe
198	Amount	Preparation
199	Amount	Preparation
200	Preparation	Preparation
201	Equipment	Preparation
202	Ingredient	Ingredient
203	Ingredient	Amount
204	Preparation	Preparation
205	Recipe	Recipe
206	Ingredient	Preparation
207	Cooking technique	Preparation
208	Ingredient	Knowledge
209	Preparation	Miscellaneous
210	Cooking technique	Ingredient
211	Cooking technique	Ingredient
212	Amount	Amount
213	Amount	Ingredient
214	Ingredient	Ingredient
215	Preparation	Ingredient
216	Preparation	Preparation
217	Ingredient	Preparation
218	Equipment	Preparation
219	Amount	Amount
220	Preparation	Preparation
221	Amount	Amount
222	Preparation	Preparation
223	Amount	Preparation
224	Miscellaneous	Recipe
225	Recipe	Ingredient
226	Ingredient	Amount
227	Ingredient	Amount
228	Amount	Amount
229	Preparation	Ingredient
230	Ingredient	Ingredient
231	Recipe	Ingredient
232	Ingredient	Amount
233	Ingredient	Preparation
234	Ingredient	Ingredient
235	Ingredient	Ingredient
236	Cooking technique	Cooking technique
237	Cooking technique	Miscellaneous
238	Recipe	Ingredient
239	Time	Time
240	Amount	Preparation
241	Preparation	Preparation
242	Amount	Amount
243	Amount	Amount
244	Time	Time
245	Preparation	Preparation
246	Ingredient	Preparation
247	Temperature	Preparation
248	Amount	Ingredient
249	Recipe	Ingredient
250	Cooking technique	Ingredient
251	Ingredient	Ingredient
252	Recipe	Ingredient
253	Recipe	Ingredient
254	Ingredient	Ingredient
255	Recipe	Preparation
256	Preparation	Preparation
257	Amount	Amount
258	Ingredient	Ingredient
259	Ingredient	Ingredient
260	Recipe	Ingredient
261	Ingredient	Amount
262	Recipe	Ingredient
263	Recipe	Amount
264	Preparation	Ingredient
265	Recipe	Ingredient
266	Ingredient	Ingredient
267	Preparation	Preparation
