index	prediction	ground_trouth
134	Knowledge	Recipe
135	Ingredient	Ingredient
136	Recipe	Amount
137	Preparation	Ingredient
138	Time	Time
139	Temperature	Preparation
140	Cooking technique	Ingredient
141	Amount	Preparation
142	Equipment	Equipment
143	Miscellaneous	Ingredient
144	Ingredient	Ingredient
145	Preparation	Preparation
146	Time	Time
147	Ingredient	Preparation
148	Preparation	Preparation
149	Amount	Amount
150	Preparation	Ingredient
151	Time	Ingredient
152	Preparation	Time
153	Ingredient	Ingredient
154	Recipe	Ingredient
155	Ingredient	Preparation
156	Recipe	Cooking technique
157	Preparation	Preparation
158	Amount	Ingredient
159	Ingredient	Preparation
160	Time	Ingredient
161	Time	Preparation
162	Recipe	Cooking technique
163	Ingredient	Ingredient
164	Ingredient	Ingredient
165	Knowledge	Ingredient
166	Equipment	Ingredient
167	Recipe	Recipe
168	Ingredient	Ingredient
169	Preparation	Preparation
170	Equipment	Equipment
171	Recipe	Ingredient
172	Amount	Amount
173	Cooking technique	Preparation
174	Recipe	Preparation
175	Amount	Ingredient
176	Recipe	Preparation
177	Time	Time
178	Recipe	Ingredient
179	Recipe	Amount
180	Amount	Amount
181	Recipe	Recipe
182	Amount	Amount
183	Amount	Preparation
184	Amount	Amount
185	Equipment	Cooking technique
186	Recipe	Ingredient
187	Time	Time
188	Recipe	Preparation
189	Preparation	Preparation
190	Cooking technique	Cooking technique
191	Temperature	Temperature
192	Cooking technique	Preparation
193	Cooking technique	Recipe
194	Equipment	Preparation
195	Amount	Ingredient
196	Knowledge	Knowledge
197	Preparation	Preparation
198	Time	Ingredient
199	Cooking technique	Ingredient
200	Ingredient	Ingredient
201	Cooking technique	Preparation
202	Preparation	Preparation
203	Ingredient	Preparation
204	Preparation	Preparation
205	Ingredient	Preparation
206	Amount	Amount
207	Cooking technique	Cooking technique
208	Equipment	Equipment
209	Ingredient	Preparation
210	Cooking technique	Cooking technique
211	Cooking technique	Preparation
212	Amount	Miscellaneous
213	Amount	Amount
214	Ingredient	Ingredient
215	Amount	Amount
216	Ingredient	Ingredient
217	Miscellaneous	Time
218	Preparation	Preparation
219	Amount	Amount
220	Cooking technique	Preparation
221	Ingredient	Preparation
222	Preparation	Preparation
223	Recipe	Ingredient
224	Preparation	Preparation
225	Amount	Amount
226	Amount	Amount
227	Preparation	Amount
228	Amount	Amount
229	Ingredient	Ingredient
230	Amount	Amount
231	Amount	Preparation
232	Amount	Amount
233	Ingredient	Ingredient
234	Amount	Amount
235	Cooking technique	Cooking technique
236	Cooking technique	Cooking technique
237	Recipe	Recipe
238	Recipe	Preparation
239	Recipe	Recipe
240	Amount	Amount
241	Cooking technique	Preparation
242	Time	Time
243	Ingredient	Ingredient
244	Time	Time
245	Ingredient	Ingredient
246	Preparation	Preparation
247	Ingredient	Preparation
248	Preparation	Preparation
249	Temperature	Preparation
250	Recipe	Knowledge
251	Recipe	Recipe
252	Preparation	Ingredient
253	Amount	Amount
254	Ingredient	Ingredient
255	Cooking technique	Time
256	Preparation	Amount
257	Preparation	Preparation
258	Amount	Ingredient
259	Ingredient	Ingredient
260	Preparation	Amount
261	Amount	Amount
262	Ingredient	Preparation
263	Amount	Amount
264	Cooking technique	Preparation
265	Amount	Amount
266	Equipment	Preparation
