index	prediction	ground_trouth
130	Amount	Recipe
131	Equipment	Equipment
132	Preparation	Ingredient
133	Ingredient	Amount
134	Time	Time
135	Time	Preparation
136	Amount	Amount
137	Preparation	Preparation
138	Amount	Amount
139	Amount	Amount
140	Amount	Amount
141	Recipe	Ingredient
142	Time	Preparation
143	Preparation	Preparation
144	Recipe	Knowledge
145	Recipe	Recipe
146	Recipe	Time
147	Amount	Amount
148	Ingredient	Ingredient
149	Preparation	Preparation
150	Recipe	Preparation
151	Equipment	Equipment
152	Ingredient	Ingredient
153	Ingredient	Ingredient
154	Preparation	Preparation
155	Cooking technique	Ingredient
156	Cooking technique	Ingredient
157	Amount	Ingredient
158	Equipment	Ingredient
159	Amount	Preparation
160	Amount	Temperature
161	Recipe	Ingredient
162	Time	Amount
163	Amount	Amount
164	Ingredient	Preparation
165	Preparation	Preparation
166	Amount	Preparation
167	Time	Preparation
168	Recipe	Preparation
169	Time	Time
170	Time	Preparation
171	Amount	Amount
172	Ingredient	Preparation
173	Ingredient	Ingredient
174	Ingredient	Preparation
175	Equipment	Preparation
176	Preparation	Ingredient
177	Ingredient	Ingredient
178	Time	Time
179	Ingredient	Preparation
180	Recipe	Recipe
181	Ingredient	Ingredient
182	Amount	Amount
183	Amount	Amount
184	Recipe	Amount
185	Amount	Ingredient
186	Ingredient	Preparation
187	Time	Cooking technique
188	Cooking technique	Cooking technique
189	Amount	Amount
190	Time	Time
191	Ingredient	Ingredient
192	Amount	Amount
193	Amount	Amount
194	Amount	Amount
195	Recipe	Ingredient
196	Recipe	Ingredient
197	Recipe	Ingredient
198	Recipe	Ingredient
199	Recipe	Ingredient
200	Amount	Amount
201	Cooking technique	Preparation
202	Cooking technique	Cooking technique
203	Cooking technique	Cooking technique
204	Preparation	Ingredient
205	Cooking technique	Temperature
206	Ingredient	Ingredient
207	Amount	Amount
208	Amount	Amount
209	Preparation	Preparation
210	Time	Time
211	Amount	Amount
212	Recipe	Preparation
213	Amount	Ingredient
214	Equipment	Preparation
215	Time	Time
216	Time	Preparation
217	Ingredient	Ingredient
218	Recipe	Ingredient
219	Preparation	Knowledge
220	Preparation	Cooking technique
221	Ingredient	Preparation
222	Recipe	Preparation
223	Time	Preparation
224	Recipe	Recipe
225	Cooking technique	Preparation
226	Ingredient	Ingredient
227	Recipe	Preparation
228	Ingredient	Recipe
229	Amount	Amount
230	Preparation	Preparation
231	Ingredient	Ingredient
232	Ingredient	Ingredient
233	Time	Preparation
234	Ingredient	Preparation
235	Preparation	Preparation
236	Preparation	Preparation
237	Cooking technique	Cooking technique
238	Amount	Amount
239	Amount	Amount
240	Preparation	Preparation
241	Cooking technique	Preparation
242	Amount	Amount
243	Cooking technique	Ingredient
244	Cooking technique	Ingredient
245	Preparation	Preparation
246	Cooking technique	Cooking technique
247	Preparation	Cooking technique
248	Recipe	Cooking technique
249	Cooking technique	Preparation
250	Preparation	Preparation
251	Amount	Amount
252	Ingredient	Preparation
253	Recipe	Preparation
254	Preparation	Preparation
255	Preparation	Ingredient
256	Ingredient	Ingredient
257	Ingredient	Preparation
258	Ingredient	Ingredient
259	Ingredient	Ingredient
260	Ingredient	Ingredient
261	Amount	Amount
262	Time	Preparation
263	Ingredient	Ingredient
264	Amount	Ingredient
265	Preparation	Temperature
266	Amount	Amount
267	Amount	Preparation
