index	prediction	ground_trouth
136	Ingredient	Amount
137	Preparation	Ingredient
138	Time	Time
139	Preparation	Preparation
140	Cooking technique	Ingredient
141	Amount	Preparation
142	Equipment	Equipment
143	Ingredient	Ingredient
144	Ingredient	Ingredient
145	Preparation	Preparation
146	Time	Time
147	Time	Preparation
148	Preparation	Preparation
149	Amount	Amount
150	Ingredient	Ingredient
151	Time	Ingredient
152	Time	Time
153	Ingredient	Ingredient
154	Recipe	Ingredient
155	Preparation	Preparation
156	Cooking technique	Cooking technique
157	Ingredient	Preparation
158	Equipment	Ingredient
159	Cooking technique	Preparation
160	Time	Ingredient
161	Preparation	Preparation
162	Recipe	Cooking technique
163	Ingredient	Ingredient
164	Amount	Ingredient
165	Equipment	Ingredient
166	Ingredient	Ingredient
167	Recipe	Recipe
168	Preparation	Ingredient
169	Cooking technique	Preparation
170	Equipment	Equipment
171	Recipe	Ingredient
172	Amount	Amount
173	Cooking technique	Preparation
174	Recipe	Preparation
175	Amount	Ingredient
176	Recipe	Preparation
177	Time	Time
178	Recipe	Ingredient
179	Equipment	Amount
180	Amount	Amount
181	Recipe	Recipe
182	Amount	Amount
183	Knowledge	Preparation
184	Amount	Amount
185	Equipment	Cooking technique
186	Recipe	Ingredient
187	Time	Time
188	Recipe	Preparation
189	Preparation	Preparation
190	Cooking technique	Cooking technique
191	Temperature	Temperature
192	Cooking technique	Preparation
193	Cooking technique	Recipe
194	Equipment	Preparation
195	Ingredient	Ingredient
196	Knowledge	Knowledge
197	Preparation	Preparation
198	Miscellaneous	Ingredient
199	Ingredient	Ingredient
200	Ingredient	Ingredient
201	Ingredient	Preparation
202	Cooking technique	Preparation
203	Recipe	Preparation
204	Preparation	Preparation
205	Preparation	Preparation
206	Amount	Amount
207	Cooking technique	Cooking technique
208	Equipment	Equipment
209	Ingredient	Preparation
210	Cooking technique	Cooking technique
211	Preparation	Preparation
212	Amount	Miscellaneous
213	Amount	Amount
214	Ingredient	Ingredient
215	Amount	Amount
216	Recipe	Ingredient
217	Miscellaneous	Time
218	Preparation	Preparation
219	Amount	Amount
220	Cooking technique	Preparation
221	Ingredient	Preparation
222	Preparation	Preparation
223	Recipe	Ingredient
224	Ingredient	Preparation
225	Amount	Amount
226	Preparation	Amount
227	Amount	Amount
228	Amount	Amount
229	Ingredient	Ingredient
230	Amount	Amount
231	Preparation	Preparation
232	Amount	Amount
233	Preparation	Ingredient
234	Amount	Amount
235	Cooking technique	Cooking technique
236	Preparation	Cooking technique
237	Recipe	Recipe
238	Ingredient	Preparation
239	Recipe	Recipe
240	Amount	Amount
241	Preparation	Preparation
242	Time	Time
243	Ingredient	Ingredient
244	Knowledge	Time
245	Knowledge	Ingredient
246	Ingredient	Preparation
247	Ingredient	Preparation
248	Preparation	Preparation
249	Temperature	Preparation
250	Knowledge	Knowledge
251	Recipe	Recipe
252	Cooking technique	Ingredient
253	Amount	Amount
254	Ingredient	Ingredient
255	Miscellaneous	Time
256	Amount	Amount
257	Preparation	Preparation
258	Preparation	Ingredient
259	Miscellaneous	Ingredient
260	Preparation	Amount
261	Amount	Amount
262	Preparation	Preparation
263	Ingredient	Amount
264	Cooking technique	Preparation
265	Amount	Amount
266	Preparation	Preparation
