index	prediction	ground_trouth
174	Amount	Preparation
175	Amount	Amount
176	Amount	Amount
177	Amount	Amount
178	Cooking technique	Ingredient
179	Recipe	Recipe
180	Cooking technique	Cooking technique
181	Ingredient	Knowledge
182	Time	Time
183	Time	Preparation
184	Ingredient	Preparation
185	Recipe	Recipe
186	Preparation	Preparation
187	Amount	Amount
188	Recipe	Recipe
189	Preparation	Preparation
190	Amount	Amount
191	Amount	Amount
192	Equipment	Ingredient
193	Knowledge	Knowledge
194	Amount	Amount
195	Ingredient	Preparation
196	Preparation	Recipe
197	Recipe	Recipe
198	Cooking technique	Preparation
199	Ingredient	Preparation
200	Cooking technique	Preparation
201	Preparation	Preparation
202	Recipe	Ingredient
203	Cooking technique	Amount
204	Preparation	Preparation
205	Recipe	Recipe
206	Ingredient	Preparation
207	Cooking technique	Preparation
208	Ingredient	Knowledge
209	Preparation	Miscellaneous
210	Cooking technique	Ingredient
211	Cooking technique	Ingredient
212	Amount	Amount
213	Preparation	Ingredient
214	Ingredient	Ingredient
215	Preparation	Ingredient
216	Cooking technique	Preparation
217	Preparation	Preparation
218	Preparation	Preparation
219	Amount	Amount
220	Preparation	Preparation
221	Amount	Amount
222	Preparation	Preparation
223	Preparation	Preparation
224	Recipe	Recipe
225	Preparation	Ingredient
226	Ingredient	Amount
227	Amount	Amount
228	Amount	Amount
229	Preparation	Ingredient
230	Ingredient	Ingredient
231	Recipe	Ingredient
232	Amount	Amount
233	Preparation	Preparation
234	Ingredient	Ingredient
235	Ingredient	Ingredient
236	Cooking technique	Cooking technique
237	Ingredient	Miscellaneous
238	Recipe	Ingredient
239	Time	Time
240	Preparation	Preparation
241	Preparation	Preparation
242	Amount	Amount
243	Amount	Amount
244	Time	Time
245	Preparation	Preparation
246	Preparation	Preparation
247	Temperature	Preparation
248	Ingredient	Ingredient
249	Recipe	Ingredient
250	Preparation	Ingredient
251	Preparation	Ingredient
252	Preparation	Ingredient
253	Recipe	Ingredient
254	Ingredient	Ingredient
255	Recipe	Preparation
256	Ingredient	Preparation
257	Amount	Amount
258	Ingredient	Ingredient
259	Preparation	Ingredient
260	Preparation	Ingredient
261	Ingredient	Amount
262	Recipe	Ingredient
263	Preparation	Amount
264	Preparation	Ingredient
265	Recipe	Ingredient
266	Recipe	Ingredient
267	Preparation	Preparation
