index	prediction	ground_trouth
225	Preparation	Cooking technique
226	Amount	Amount
227	Preparation	Preparation
228	Amount	Amount
229	Time	Time
230	Ingredient	Preparation
231	Amount	Amount
232	Preparation	Cooking technique
233	Cooking technique	Cooking technique
234	Cooking technique	Miscellaneous
235	Amount	Amount
236	Time	Time
237	Preparation	Preparation
238	Ingredient	Ingredient
239	Preparation	Amount
240	Amount	Amount
241	Amount	Amount
242	Amount	Amount
243	Time	Amount
244	Cooking technique	Preparation
245	Recipe	Ingredient
246	Recipe	Ingredient
247	Preparation	Preparation
248	Ingredient	Ingredient
249	Preparation	Preparation
250	Recipe	Ingredient
251	Equipment	Amount
252	Amount	Ingredient
253	Ingredient	Ingredient
254	Amount	Amount
255	Ingredient	Ingredient
256	Time	Time
257	Cooking technique	Ingredient
258	Preparation	Preparation
259	Preparation	Preparation
260	Amount	Ingredient
261	Amount	Amount
262	Ingredient	Ingredient
263	Cooking technique	Ingredient
264	Preparation	Preparation
265	Amount	Amount
266	Preparation	Preparation
