index	prediction	ground_trouth
176	Amount	Amount
177	Amount	Amount
178	Preparation	Ingredient
179	Recipe	Recipe
180	Preparation	Cooking technique
181	Knowledge	Knowledge
182	Time	Time
183	Preparation	Preparation
184	Preparation	Preparation
185	Recipe	Recipe
186	Preparation	Preparation
187	Amount	Amount
188	Recipe	Recipe
189	Preparation	Preparation
190	Amount	Amount
191	Amount	Amount
192	Equipment	Ingredient
193	Knowledge	Knowledge
194	Amount	Amount
195	Preparation	Preparation
196	Preparation	Recipe
197	Ingredient	Recipe
198	Cooking technique	Preparation
199	Cooking technique	Preparation
200	Cooking technique	Preparation
201	Preparation	Preparation
202	Ingredient	Ingredient
203	Cooking technique	Amount
204	Preparation	Preparation
205	Recipe	Recipe
206	Preparation	Preparation
207	Cooking technique	Preparation
208	Recipe	Knowledge
209	Preparation	Miscellaneous
210	Ingredient	Ingredient
211	Amount	Ingredient
212	Amount	Amount
213	Amount	Ingredient
214	Recipe	Ingredient
215	Preparation	Ingredient
216	Preparation	Preparation
217	Ingredient	Preparation
218	Ingredient	Preparation
219	Amount	Amount
220	Preparation	Preparation
221	Amount	Amount
222	Recipe	Preparation
223	Preparation	Preparation
224	Recipe	Recipe
225	Preparation	Ingredient
226	Cooking technique	Amount
227	Cooking technique	Amount
228	Amount	Amount
229	Preparation	Ingredient
230	Preparation	Ingredient
231	Recipe	Ingredient
232	Ingredient	Amount
233	Preparation	Preparation
234	Ingredient	Ingredient
235	Recipe	Ingredient
236	Preparation	Cooking technique
237	Miscellaneous	Miscellaneous
238	Recipe	Ingredient
239	Time	Time
240	Preparation	Preparation
241	Preparation	Preparation
242	Amount	Amount
243	Amount	Amount
244	Time	Time
245	Preparation	Preparation
246	Preparation	Preparation
247	Cooking technique	Preparation
248	Recipe	Ingredient
249	Recipe	Ingredient
250	Preparation	Ingredient
251	Preparation	Ingredient
252	Recipe	Ingredient
253	Recipe	Ingredient
254	Recipe	Ingredient
255	Recipe	Preparation
256	Cooking technique	Preparation
257	Amount	Amount
258	Ingredient	Ingredient
259	Preparation	Ingredient
260	Recipe	Ingredient
261	Ingredient	Amount
262	Ingredient	Ingredient
263	Preparation	Amount
264	Preparation	Ingredient
265	Ingredient	Ingredient
266	Recipe	Ingredient
267	Preparation	Preparation
