index	prediction	ground_trouth
136	Ingredient	Amount
137	Preparation	Ingredient
138	Time	Time
139	Preparation	Preparation
140	Cooking technique	Ingredient
141	Amount	Preparation
142	Equipment	Equipment
143	Equipment	Ingredient
144	Time	Ingredient
145	Cooking technique	Preparation
146	Time	Time
147	Cooking technique	Preparation
148	Preparation	Preparation
149	Amount	Amount
150	Cooking technique	Ingredient
151	Time	Ingredient
152	Time	Time
153	Knowledge	Ingredient
154	Ingredient	Ingredient
155	Preparation	Preparation
156	Cooking technique	Cooking technique
157	Preparation	Preparation
158	Amount	Ingredient
159	Ingredient	Preparation
160	Time	Ingredient
161	Recipe	Preparation
162	Recipe	Cooking technique
163	Recipe	Ingredient
164	Ingredient	Ingredient
165	Ingredient	Ingredient
166	Knowledge	Ingredient
167	Recipe	Recipe
168	Cooking technique	Ingredient
169	Cooking technique	Preparation
170	Recipe	Equipment
171	Recipe	Ingredient
172	Amount	Amount
173	Cooking technique	Preparation
174	Recipe	Preparation
175	Time	Ingredient
176	Recipe	Preparation
177	Time	Time
178	Recipe	Ingredient
179	Ingredient	Amount
180	Amount	Amount
181	Recipe	Recipe
182	Amount	Amount
183	Preparation	Preparation
184	Amount	Amount
185	Ingredient	Cooking technique
186	Recipe	Ingredient
187	Time	Time
188	Preparation	Preparation
189	Ingredient	Preparation
190	Equipment	Cooking technique
191	Temperature	Temperature
192	Preparation	Preparation
193	Recipe	Recipe
194	Amount	Preparation
195	Ingredient	Ingredient
196	Knowledge	Knowledge
197	Preparation	Preparation
198	Ingredient	Ingredient
199	Equipment	Ingredient
200	Ingredient	Ingredient
201	Preparation	Preparation
202	Preparation	Preparation
203	Preparation	Preparation
204	Cooking technique	Preparation
205	Cooking technique	Preparation
206	Amount	Amount
207	Preparation	Cooking technique
208	Cooking technique	Equipment
209	Ingredient	Preparation
210	Cooking technique	Cooking technique
211	Preparation	Preparation
212	Amount	Miscellaneous
213	Amount	Amount
214	Ingredient	Ingredient
215	Amount	Amount
216	Knowledge	Ingredient
217	Time	Time
218	Preparation	Preparation
219	Amount	Amount
220	Preparation	Preparation
221	Preparation	Preparation
222	Preparation	Preparation
223	Ingredient	Ingredient
224	Recipe	Preparation
225	Amount	Amount
226	Amount	Amount
227	Amount	Amount
228	Amount	Amount
229	Ingredient	Ingredient
230	Amount	Amount
231	Preparation	Preparation
232	Amount	Amount
233	Cooking technique	Ingredient
234	Amount	Amount
235	Cooking technique	Cooking technique
236	Preparation	Cooking technique
237	Recipe	Recipe
238	Ingredient	Preparation
239	Recipe	Recipe
240	Amount	Amount
241	Preparation	Preparation
242	Time	Time
243	Amount	Ingredient
244	Time	Time
245	Ingredient	Ingredient
246	Ingredient	Preparation
247	Ingredient	Preparation
248	Preparation	Preparation
249	Preparation	Preparation
250	Knowledge	Knowledge
251	Recipe	Recipe
252	Time	Ingredient
253	Amount	Amount
254	Preparation	Ingredient
255	Miscellaneous	Time
256	Amount	Amount
257	Preparation	Preparation
258	Preparation	Ingredient
259	Time	Ingredient
260	Ingredient	Amount
261	Amount	Amount
262	Preparation	Preparation
263	Ingredient	Amount
264	Preparation	Preparation
265	Amount	Amount
266	Cooking technique	Preparation
